sentiment,review_text,sentiment_predicted,sentiment_predicted_2nd_prompt
positive,"AMEI ESSE PRODUTO, ELE É GRANDE, PROCESSADOR MUITO BOM, DESENVOLVE BEM, O SOM É MUITO LIMPO.]  SÓ NÃO SEI COMO ABRE A UNIDADE DE DISCO. NO MANUAL DIZ QUE VEM, MAS  NAO CONSEGUI ABRIR :i...ALGUÉM ME AJUDA Aí?
",positive,positive
positive,"correspondeu as minhas expectativas, foi boa a compra recomendo
",positive,positive
positive,"Excelente notebook, esperava mais da placa de vídeo, mas mesmo assim é ótimo
",positive,positive
positive,"Bom desempenho, cumpre o que promete. Chegou bem rápido, é prático e fácil de carregar, um produto bem leve.
",positive,positive
positive,"É um ótimo notebook para o dia a dia, mesmo sem a entrada para DVD, é perfeito, e por ser pequeno é bem prático. Feliz com a compra.
",positive,positive
positive,"Recomendou-lhe apresentação conforme descrito nada a reclamar
",positive,positive
positive,"comprei já tem 1 semana, funcionando perfeitamente... atende mais que minhas necessidades diarias... rápido.. bonito e tela grande.
",positive,positive
positive,"Gostei muito desse note pequeno, leve bonito e por enquanto posso dizer que ele está sendo ótimo pra mim, pouco tempo de uso, a entrega desse produto foi rapida o que me deixou feliz ja o mouse até agora nada.
",positive,positive
negative,"Não recomendo, Noteboock lento, periodicamente pede para atualizar algum programa e fica mais lento ainda. O problema não é minha internet, possuo 20 Megas.
",negative,negative
positive,"""Máquina excelente para usuários básicos e intermediários.  Notebook com design incrível (lindo), porém as linhas cromadas e o logotipo cromado abaixo da tela por vezes proporcionam reflexos incômodos.   Estudantes: Desempenho um pouco a baixo do esperado quando lhe são instalados softwares """"pesados"""" de programação, cálculos e desenho (ex: MatLab, Python com as bibliotecas científicas), contradizendo o """"Aspire 5 foi pensado para quem precisa de alta performance e velocidade"""".""
",negative,negative
positive,"Comprei um notebook deste A515-51G-58VH na promoção de natal e paguei 10 x 219,90 sem juros, vale cada centavo, é rápido, não esquenta, a bateria dura até 6 horas se estiver só navegando e vendo vídeos, mas jogando a bateria só dura umas 2 horas, ele é leve, silencioso demais, teclado confortável para digitar, o único porém é a tela espelhada, tem muito reflexo, e não é 1280x720 e sim 1366x768, ou seja, diferente de como é anunciado em alguns sites na internet. Mas eu recomendo.
",positive,positive
negative,"Recebi o produto já faz 3 meses e 20 dias, é um computador regular, nada de espetacular, desempenho comum, todas as USBs (duas), são do mesmo lado, aliás...tudo fica do lado esquerdo, não tem entrada pra cartão, mas isso estava nas especificações e fotos. Hoje vou levá-lo à assistência técnica pois a placa de wifi, que já estava falhando, parou de funcionar de fez. Não compraria novamente, ele é um daqueles travados... com partições escondidas,difícil de trocar o sistema, e nem pode!!!! se vc ler a garantia vai descobrir que ela e torna nula se vc trocar  sistema ou usar alguma coisa que não é Samsung.
",negative,negative
positive,"Leva o peso da qualidade DELL, não da pra achar um notebook com essa configuração por esse preço.  Muito satisfeito por essa compra, confiabilidade da entrega das Lojas <empresa>.
",positive,positive
positive,"Produto muito bom conforme esperado. Entrega rápida.
",positive,positive
positive,"Gostei muito do produto, veio certinho e chegou até antes do prazo. Super indico. <3
",positive,positive
positive,"Excelente para minhas necessidades. Superou as expectativas!
",positive,positive
negative,"Com três meses de uso a placa mãe queimou e agora com cinco meses de uso a placa de vídeo está queimando, produto de péssima qualidade. Nunca pensei que a positivo estivesse tão ruim, estou decepcionada.  O produto está barato mas é como dizem: O barato sai caro.
",negative,negative
negative,"Fui muito mal atendido pelos consultores da <empresa>. Recebi meu produto com atraso, sendo que comprei este computador como uma ferramenta de trabalho.  O computador é lento e dificilmente consigo desempenhar as funções que necessito com ele.
",negative,negative
positive,"Suficiente para uso básico, Office, navegação na internet, redes sociais, fotos, filmes e músicas! Neste aspecto atende plenamente!!!
",positive,positive
positive,"Um produto muito bom, muito bonito e funciona muito bem, recomendo!!
",positive,positive
negative,"Só funciona na tomada, decepcionante. Minha primeira e única experiência com a marca Positivo, que de positivo mesmo não tem nada!
",negative,negative
positive,"bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido bom chegou direitinho e rápido
",positive,positive
positive,"Produto de ótima qualidade conforme descrição e chegou antes do prazo previsto
",positive,positive
positive,"De acordo com as informações do site. Estou satisfeito com a aquisição.
",positive,positive
positive,"Muito pratico, só faltou uma entrada RJ45 e um processador mais rápido (aí seria perfeito), mas atendeu bem minha necessidade. Recomendo.
",positive,positive
positive,"muito bom o produto, entrega rápida e recomendaria para outro consumidor.
",positive,positive
negative,"Tenho tentado entrar em contato inumeras vezes e não tenho conseguido resposta satisfatória.  vou procurar o o procon se o caso não for resolvido esta semana.  entrarei na justiça
",negative,negative
positive,"Tenho um DELL a mais de 9 anos e realmente a qualidade é superior.
",positive,positive
negative,"O notebook não realiza bem funcões básicas de um notebook qualquer. Ele é extremamente lento e demora até pra abrir uma página na internet. Não recomendo. Tenho uma prima que tem um igual e reclama da mesma coisa.
",negative,negative
positive,"PRODUTO MUITO BOM CUSTO BENEFICIO OTIMO POREM O SISTEMA OPERACIONAL QUE VEM INSTALADO NELE É MUITO RUIM MAIS DEPOIS Q COLOCAR WINDOWS 10 ROOODA MUIIITO BEM RECOMENDO MUIIITO,ENTREGA SUPER OTIMA MUITO ANTES DA DATA PREVISTA.
",positive,positive
positive,"""Esta pensando naquele Not brilhoso, pintura automotiva, fininho, levíssimo coisinha de princesa!?? Pois pode ir desistindo, este Not é para pessoas que querem algo durável, robusto, silencioso, que não esquenta, trabalha sempre no mesmo ritmo, quer um mais rápido!?? Então vá para um Dell Corel i5 ou i7, pq este i3 é pau para toda obra, não te deixa mão, trabalha até 7 horas sem parar, evitando aquele desconforto de """"uma tomada pelo amor de deus"""", na faculdade trabalha sem parar até o fim da aula como um maratonista, agora se você gosta dos casquinha de ovos, boa sorte!!!""
",negative,negative
positive,"Gostei muito do produto e a entrega foi realizada conforme o acordado
",positive,positive
positive,"Produto de qualidade, comprei com até 18 dias uteis para entrega e me entregaram com 3 dias.
",positive,positive
positive,"Comprei o Note para atividades acadêmicas. Não tenho do que reclamar.  É rápido e fino.
",positive,positive
positive,"Produto moderno , com requisitos avançados que permitem melhor agilidade no desenvolvimento de trabalhos e capacidade de armazenamento.  Recomendo , além disso , é leve e muito bonito.
",positive,positive
positive,"Tela antirreflexo é um excelente acessório, além do processador ser bom. A bateria não dura muito tempo, porém no geral o notebook é muito bom.
",positive,positive
positive,"Equipe das lojas <empresa>, existe alguma prévia de quando ele voltará para o estoque? Chateada porque não tem mais :'(
",negative,negative
negative,"Esse modelo de notebook não suporta o sistema operacional e trava o tempo todo, até para tarefas simples como abrir uma pasta ele fica carregando! não indico.
",negative,negative
negative,"Gostaria de saber sobre a garantia do notebook porque depois de algum tempo ligado o computador fica com a tela toda branca e linhas pretas, aí só desligando ele e ligando novamente volta a funcionar, mas em seguida fica novamente com a tela branca e linhas pretas, qual o procedimento pra concerto ou troca do produto.
",negative,negative
negative,"O computador é muito lento, antes de comprar pesquisem.
",negative,negative
positive,"A entrega foi realizada antes do prazo combinado. O produto chegou sem nenhum defeito ou arranhão e bem embalado. Só achei ele um pouquinho lento e travando as vezes para um i5 - 7ª Ger., mas está excelente para as minhas necessidades. Muito bonito, simples e bonito. Recomendo!!!
",positive,positive
positive,"""Notebook Lenovo 2 em 1 Yoga 520 Intel Core i7 8GB 1TB Tela 14"""" Windows 10 - Platinum""
",positive,positive
positive,"O notebook é ótimo em termos de funcionalidade e não deixa a desejar para execução de atividades básicas como navegação e uso do pacote office. Pontos para melhorias: - o botão de liga/desliga é na lateral direita do aparelho e provoca vários desligamentos acidentais.   - a fonte de carregamento é ligada no lado esquerdo do aparelho, portanto, se for usar o modo tablet, é preciso ter cuidado para não desligar o aparelho, pois, o botão de desliga está justamente no lado onde será apoiado para uso. - as teclas do teclado poderiam ter sido feitas de outro material. O plástico usado é duro e não oferece conforto durante o manuseio, além de provocar um barulho que incomoda.
",positive,negative
positive,"Recomendo pois é ótimo custo beneficio E bem estiloso.
",positive,positive
positive,"Produto muito bonito, som de ótima qualidade, pena que é um pouco lento, muitas atualizações do windows. Mas foram isso é top
",positive,positive
positive,"O Samsung Essentials E35S é uma ótima compra, não esperava eu fosse gostar tanto. É fino, considero pequeno, apesar de ter uma tela 14, e apesar de ser um dos mais leves, ainda acho que é pesado. O material é resistente, não corre o risco de abrir de quebrar a tapa, é uma material resistente. Não usei muito, tem só 24 hrs que chegou, e acredito que tenha sido uma compra satisfatória, o sistema fluir rápido, não lento. Eu gostei muito, e recomendo para quem busca um Notebook para o laser, ou mesmo para estudo e trabalhos para a Universidade. É satisfatório, e o preço está bom.
",positive,positive
negative,"Pela demora na entrega, solicitei o cancelamento! Comprei em outra loja!
",negative,negative
positive,"Computador com ótimo design, software excelente, como esperado
",positive,positive
positive,"<empresa> está de parabéns pela rápida entrega e pelo produto que é excelente.
",positive,positive
negative,"Aparelho esta apresentando tela vermelha apos os 7 dias de uso.
",negative,negative
negative,"As imagens apresentadas no topo do anúncio não retratam todo o texto da descrição do equipamento. Nas imagens do topo não aparece o teclado numérico e mais abaixo diz que tem (dúbio). No título diz que tem placa de vídeo Nvidia mas nas características no final da página diz ser Intel (dúbio). Enfim, anúncio totalmente confuso, fica complicado confiar no site e imaginar o que de fato será entregue.
",negative,negative
